nohup: ignoring input
####### validation epoch=33 step=8250 #######
# train_loss	 0.0056621	 valid_loss	 0.0040773
# current_lr	 0.000372	 init_lr	 0.002000
# Seg-ACC	 0.9979 
# Seg-AP	 0.9891 
# Seg-Dice	 0.9720 
# Seg-FBeta	 0.9863 
# Seg-MIoU	 0.4728 
##############################################


#S Seg-MIoU increase (0.472934 --> 0.473229).  Saving model ...
####### validation epoch=34 step=8500 #######
# train_loss	 0.0056138	 valid_loss	 0.0040199
# current_lr	 0.000571	 init_lr	 0.002000
# Seg-ACC	 0.9979 
# Seg-AP	 0.9892 
# Seg-Dice	 0.9725 
# Seg-FBeta	 0.9865 
# Seg-MIoU	 0.4732 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=35 step=8750 #######
# train_loss	 0.0055363	 valid_loss	 0.0039481
# current_lr	 0.000822	 init_lr	 0.002000
# Seg-ACC	 0.9979 
# Seg-AP	 0.9894 
# Seg-Dice	 0.9723 
# Seg-FBeta	 0.9865 
# Seg-MIoU	 0.4731 
##############################################


#S Seg-MIoU increase (0.473229 --> 0.473858).  Saving model ...
####### validation epoch=36 step=9000 #######
# train_loss	 0.0054416	 valid_loss	 0.0038421
# current_lr	 0.001100	 init_lr	 0.002000
# Seg-ACC	 0.9980 
# Seg-AP	 0.9896 
# Seg-Dice	 0.9731 
# Seg-FBeta	 0.9869 
# Seg-MIoU	 0.4739 
##############################################


#S Seg-MIoU increase (0.473858 --> 0.474770).  Saving model ...
####### validation epoch=37 step=9250 #######
# train_loss	 0.0053181	 valid_loss	 0.0037269
# current_lr	 0.001378	 init_lr	 0.002000
# Seg-ACC	 0.9981 
# Seg-AP	 0.9899 
# Seg-Dice	 0.9741 
# Seg-FBeta	 0.9873 
# Seg-MIoU	 0.4748 
##############################################


#S Seg-MIoU increase (0.474770 --> 0.475146).  Saving model ...
####### validation epoch=38 step=9500 #######
# train_loss	 0.0051825	 valid_loss	 0.0036216
# current_lr	 0.001629	 init_lr	 0.002000
# Seg-ACC	 0.9981 
# Seg-AP	 0.9901 
# Seg-Dice	 0.9745 
# Seg-FBeta	 0.9875 
# Seg-MIoU	 0.4751 
##############################################


#S Seg-MIoU increase (0.475146 --> 0.476359).  Saving model ...
####### validation epoch=39 step=9750 #######
# train_loss	 0.0050315	 valid_loss	 0.0034673
# current_lr	 0.001828	 init_lr	 0.002000
# Seg-ACC	 0.9982 
# Seg-AP	 0.9905 
# Seg-Dice	 0.9758 
# Seg-FBeta	 0.9881 
# Seg-MIoU	 0.4764 
##############################################


#S Seg-MIoU increase (0.476359 --> 0.477143).  Saving model ...
####### validation epoch=40 step=10000 #######
# train_loss	 0.0048847	 valid_loss	 0.0033499
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9983 
# Seg-AP	 0.9908 
# Seg-Dice	 0.9766 
# Seg-FBeta	 0.9885 
# Seg-MIoU	 0.4771 
###############################################




# ------ ending training ------ #


####### validation epoch=40 step=10000 #######
# train_loss	 0.0048847	 valid_loss	 0.0033499
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9983 
# Seg-AP	 0.9908 
# Seg-Dice	 0.9766 
# Seg-FBeta	 0.9885 
# Seg-MIoU	 0.4771 
###############################################


# > Task: test-syn_us_test-AGC=31+51-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-bp-AGC=9+15-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-yz-AGC=15+31-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-sh-AGC=15+31-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# > Task: test-jsh-AGC=15+31-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


# ------ training named MSFSegNet-31+51-16-tanh-01111-bs32-lr2.0e-03-BCE-SGD-S1 start ------ #
#S Seg-MIoU increase (0.000000 --> 0.142204).  Saving model ...
####### validation epoch=1 step=125 #######
# train_loss	 0.2103533	 valid_loss	 0.0804379
# current_lr	 0.002000	 init_lr	 0.002000
# Seg-ACC	 0.9093 
# Seg-AP	 0.9222 
# Seg-Dice	 0.4428 
# Seg-FBeta	 0.6639 
# Seg-MIoU	 0.1422 
############################################


#S Seg-MIoU increase (0.142204 --> 0.291738).  Saving model ...
####### validation epoch=2 step=250 #######
# train_loss	 0.0604880	 valid_loss	 0.0445328
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9743 
# Seg-AP	 0.9487 
# Seg-Dice	 0.7369 
# Seg-FBeta	 0.8716 
# Seg-MIoU	 0.2917 
############################################


#S Seg-MIoU increase (0.291738 --> 0.337606).  Saving model ...
####### validation epoch=3 step=375 #######
# train_loss	 0.0394407	 valid_loss	 0.0318921
# current_lr	 0.001828	 init_lr	 0.002000
# Seg-ACC	 0.9827 
# Seg-AP	 0.9580 
# Seg-Dice	 0.8061 
# Seg-FBeta	 0.9081 
# Seg-MIoU	 0.3376 
############################################


#S Seg-MIoU increase (0.337606 --> 0.361907).  Saving model ...
####### validation epoch=4 step=500 #######
# train_loss	 0.0305882	 valid_loss	 0.0256353
# current_lr	 0.001629	 init_lr	 0.002000
# Seg-ACC	 0.9863 
# Seg-AP	 0.9627 
# Seg-Dice	 0.8398 
# Seg-FBeta	 0.9248 
# Seg-MIoU	 0.3619 
############################################


#S Seg-MIoU increase (0.361907 --> 0.378190).  Saving model ...
####### validation epoch=5 step=625 #######
# train_loss	 0.0258888	 valid_loss	 0.0220813
# current_lr	 0.001378	 init_lr	 0.002000
# Seg-ACC	 0.9884 
# Seg-AP	 0.9653 
# Seg-Dice	 0.8613 
# Seg-FBeta	 0.9350 
# Seg-MIoU	 0.3782 
############################################


#S Seg-MIoU increase (0.378190 --> 0.387515).  Saving model ...
####### validation epoch=6 step=750 #######
# train_loss	 0.0231244	 valid_loss	 0.0199907
# current_lr	 0.001100	 init_lr	 0.002000
# Seg-ACC	 0.9896 
# Seg-AP	 0.9670 
# Seg-Dice	 0.8732 
# Seg-FBeta	 0.9407 
# Seg-MIoU	 0.3875 
############################################


#S Seg-MIoU increase (0.387515 --> 0.395359).  Saving model ...
####### validation epoch=7 step=875 #######
# train_loss	 0.0214281	 valid_loss	 0.0186400
# current_lr	 0.000822	 init_lr	 0.002000
# Seg-ACC	 0.9905 
# Seg-AP	 0.9681 
# Seg-Dice	 0.8831 
# Seg-FBeta	 0.9453 
# Seg-MIoU	 0.3954 
############################################


#S Seg-MIoU increase (0.395359 --> 0.400737).  Saving model ...
####### validation epoch=8 step=1000 #######
# train_loss	 0.0203711	 valid_loss	 0.0177881
# current_lr	 0.000571	 init_lr	 0.002000
# Seg-ACC	 0.9911 
# Seg-AP	 0.9687 
# Seg-Dice	 0.8898 
# Seg-FBeta	 0.9483 
# Seg-MIoU	 0.4007 
#############################################


#S Seg-MIoU increase (0.400737 --> 0.403006).  Saving model ...
####### validation epoch=9 step=1125 #######
# train_loss	 0.0197336	 valid_loss	 0.0173392
# current_lr	 0.000372	 init_lr	 0.002000
# Seg-ACC	 0.9913 
# Seg-AP	 0.9691 
# Seg-Dice	 0.8926 
# Seg-FBeta	 0.9497 
# Seg-MIoU	 0.4030 
#############################################


#S Seg-MIoU increase (0.403006 --> 0.405329).  Saving model ...
####### validation epoch=10 step=1250 #######
# train_loss	 0.0193317	 valid_loss	 0.0170250
# current_lr	 0.000244	 init_lr	 0.002000
# Seg-ACC	 0.9916 
# Seg-AP	 0.9694 
# Seg-Dice	 0.8954 
# Seg-FBeta	 0.9509 
# Seg-MIoU	 0.4053 
##############################################


#S Seg-MIoU increase (0.405329 --> 0.405509).  Saving model ...
####### validation epoch=11 step=1375 #######
# train_loss	 0.0190595	 valid_loss	 0.0167994
# current_lr	 0.000200	 init_lr	 0.002000
# Seg-ACC	 0.9916 
# Seg-AP	 0.9696 
# Seg-Dice	 0.8956 
# Seg-FBeta	 0.9511 
# Seg-MIoU	 0.4055 
##############################################


#S Seg-MIoU increase (0.405509 --> 0.406772).  Saving model ...
####### validation epoch=12 step=1500 #######
# train_loss	 0.0187966	 valid_loss	 0.0165253
# current_lr	 0.000244	 init_lr	 0.002000
# Seg-ACC	 0.9918 
# Seg-AP	 0.9699 
# Seg-Dice	 0.8972 
# Seg-FBeta	 0.9518 
# Seg-MIoU	 0.4068 
##############################################


#S Seg-MIoU increase (0.406772 --> 0.410205).  Saving model ...
####### validation epoch=13 step=1625 #######
# train_loss	 0.0184506	 valid_loss	 0.0160681
# current_lr	 0.000372	 init_lr	 0.002000
# Seg-ACC	 0.9921 
# Seg-AP	 0.9703 
# Seg-Dice	 0.9013 
# Seg-FBeta	 0.9537 
# Seg-MIoU	 0.4102 
##############################################


#S Seg-MIoU increase (0.410205 --> 0.412831).  Saving model ...
####### validation epoch=14 step=1750 #######
# train_loss	 0.0179443	 valid_loss	 0.0155750
# current_lr	 0.000571	 init_lr	 0.002000
# Seg-ACC	 0.9924 
# Seg-AP	 0.9709 
# Seg-Dice	 0.9045 
# Seg-FBeta	 0.9552 
# Seg-MIoU	 0.4128 
##############################################


#S Seg-MIoU increase (0.412831 --> 0.417318).  Saving model ...
####### validation epoch=15 step=1875 #######
# train_loss	 0.0172716	 valid_loss	 0.0147779
# current_lr	 0.000822	 init_lr	 0.002000
# Seg-ACC	 0.9929 
# Seg-AP	 0.9717 
# Seg-Dice	 0.9098 
# Seg-FBeta	 0.9576 
# Seg-MIoU	 0.4173 
##############################################


#S Seg-MIoU increase (0.417318 --> 0.423268).  Saving model ...
####### validation epoch=16 step=2000 #######
# train_loss	 0.0164154	 valid_loss	 0.0138320
# current_lr	 0.001100	 init_lr	 0.002000
# Seg-ACC	 0.9935 
# Seg-AP	 0.9727 
# Seg-Dice	 0.9169 
# Seg-FBeta	 0.9608 
# Seg-MIoU	 0.4233 
##############################################


#S Seg-MIoU increase (0.423268 --> 0.429091).  Saving model ...
####### validation epoch=17 step=2125 #######
# train_loss	 0.0154595	 valid_loss	 0.0128909
# current_lr	 0.001378	 init_lr	 0.002000
# Seg-ACC	 0.9940 
# Seg-AP	 0.9740 
# Seg-Dice	 0.9237 
# Seg-FBeta	 0.9639 
# Seg-MIoU	 0.4291 
##############################################


#S Seg-MIoU increase (0.429091 --> 0.434279).  Saving model ...
####### validation epoch=18 step=2250 #######
# train_loss	 0.0144583	 valid_loss	 0.0118816
# current_lr	 0.001629	 init_lr	 0.002000
# Seg-ACC	 0.9945 
# Seg-AP	 0.9754 
# Seg-Dice	 0.9296 
# Seg-FBeta	 0.9666 
# Seg-MIoU	 0.4343 
##############################################


#S Seg-MIoU increase (0.434279 --> 0.439543).  Saving model ...
####### validation epoch=19 step=2375 #######
# train_loss	 0.0134856	 valid_loss	 0.0109635
# current_lr	 0.001828	 init_lr	 0.002000
# Seg-ACC	 0.9950 
# Seg-AP	 0.9768 
# Seg-Dice	 0.9356 
# Seg-FBeta	 0.9694 
# Seg-MIoU	 0.4395 
##############################################


#S Seg-MIoU increase (0.439543 --> 0.443572).  Saving model ...
####### validation epoch=20 step=2500 #######
# train_loss	 0.0125938	 valid_loss	 0.0101425
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9954 
# Seg-AP	 0.9781 
# Seg-Dice	 0.9402 
# Seg-FBeta	 0.9715 
# Seg-MIoU	 0.4436 
##############################################


#S Seg-MIoU increase (0.443572 --> 0.447306).  Saving model ...
####### validation epoch=21 step=2625 #######
# train_loss	 0.0118112	 valid_loss	 0.0094043
# current_lr	 0.002000	 init_lr	 0.002000
# Seg-ACC	 0.9958 
# Seg-AP	 0.9793 
# Seg-Dice	 0.9444 
# Seg-FBeta	 0.9734 
# Seg-MIoU	 0.4473 
##############################################


#S Seg-MIoU increase (0.447306 --> 0.449113).  Saving model ...
####### validation epoch=22 step=2750 #######
# train_loss	 0.0111178	 valid_loss	 0.0088262
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9959 
# Seg-AP	 0.9805 
# Seg-Dice	 0.9464 
# Seg-FBeta	 0.9745 
# Seg-MIoU	 0.4491 
##############################################


#S Seg-MIoU increase (0.449113 --> 0.451376).  Saving model ...
####### validation epoch=23 step=2875 #######
# train_loss	 0.0105573	 valid_loss	 0.0083565
# current_lr	 0.001828	 init_lr	 0.002000
# Seg-ACC	 0.9961 
# Seg-AP	 0.9813 
# Seg-Dice	 0.9489 
# Seg-FBeta	 0.9757 
# Seg-MIoU	 0.4514 
##############################################


#S Seg-MIoU increase (0.451376 --> 0.453198).  Saving model ...
####### validation epoch=24 step=3000 #######
# train_loss	 0.0100970	 valid_loss	 0.0079546
# current_lr	 0.001629	 init_lr	 0.002000
# Seg-ACC	 0.9963 
# Seg-AP	 0.9820 
# Seg-Dice	 0.9509 
# Seg-FBeta	 0.9766 
# Seg-MIoU	 0.4532 
##############################################


#S Seg-MIoU increase (0.453198 --> 0.454943).  Saving model ...
####### validation epoch=25 step=3125 #######
# train_loss	 0.0097357	 valid_loss	 0.0076702
# current_lr	 0.001378	 init_lr	 0.002000
# Seg-ACC	 0.9964 
# Seg-AP	 0.9826 
# Seg-Dice	 0.9528 
# Seg-FBeta	 0.9775 
# Seg-MIoU	 0.4549 
##############################################


#S Seg-MIoU increase (0.454943 --> 0.456130).  Saving model ...
####### validation epoch=26 step=3250 #######
# train_loss	 0.0094650	 valid_loss	 0.0074422
# current_lr	 0.001100	 init_lr	 0.002000
# Seg-ACC	 0.9965 
# Seg-AP	 0.9829 
# Seg-Dice	 0.9541 
# Seg-FBeta	 0.9781 
# Seg-MIoU	 0.4561 
##############################################


#S Seg-MIoU increase (0.456130 --> 0.456659).  Saving model ...
####### validation epoch=27 step=3375 #######
# train_loss	 0.0092691	 valid_loss	 0.0072951
# current_lr	 0.000822	 init_lr	 0.002000
# Seg-ACC	 0.9966 
# Seg-AP	 0.9832 
# Seg-Dice	 0.9547 
# Seg-FBeta	 0.9784 
# Seg-MIoU	 0.4567 
##############################################


#S Seg-MIoU increase (0.456659 --> 0.457776).  Saving model ...
####### validation epoch=28 step=3500 #######
# train_loss	 0.0091318	 valid_loss	 0.0071819
# current_lr	 0.000571	 init_lr	 0.002000
# Seg-ACC	 0.9967 
# Seg-AP	 0.9834 
# Seg-Dice	 0.9559 
# Seg-FBeta	 0.9789 
# Seg-MIoU	 0.4578 
##############################################


#S Seg-MIoU increase (0.457776 --> 0.458057).  Saving model ...
####### validation epoch=29 step=3625 #######
# train_loss	 0.0090481	 valid_loss	 0.0071063
# current_lr	 0.000372	 init_lr	 0.002000
# Seg-ACC	 0.9967 
# Seg-AP	 0.9835 
# Seg-Dice	 0.9562 
# Seg-FBeta	 0.9790 
# Seg-MIoU	 0.4581 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=30 step=3750 #######
# train_loss	 0.0089818	 valid_loss	 0.0070889
# current_lr	 0.000244	 init_lr	 0.002000
# Seg-ACC	 0.9967 
# Seg-AP	 0.9836 
# Seg-Dice	 0.9558 
# Seg-FBeta	 0.9789 
# Seg-MIoU	 0.4577 
##############################################


#S Seg-MIoU increase (0.458057 --> 0.458258).  Saving model ...
####### validation epoch=31 step=3875 #######
# train_loss	 0.0089466	 valid_loss	 0.0070376
# current_lr	 0.000200	 init_lr	 0.002000
# Seg-ACC	 0.9967 
# Seg-AP	 0.9837 
# Seg-Dice	 0.9564 
# Seg-FBeta	 0.9791 
# Seg-MIoU	 0.4583 
##############################################


#S Seg-MIoU increase (0.458258 --> 0.458790).  Saving model ...
####### validation epoch=32 step=4000 #######
# train_loss	 0.0089003	 valid_loss	 0.0069962
# current_lr	 0.000244	 init_lr	 0.002000
# Seg-ACC	 0.9968 
# Seg-AP	 0.9837 
# Seg-Dice	 0.9570 
# Seg-FBeta	 0.9794 
# Seg-MIoU	 0.4588 
##############################################


#S EarlyStopping counter: 1 out of 5
####### validation epoch=33 step=4125 #######
# train_loss	 0.0088495	 valid_loss	 0.0069340
# current_lr	 0.000372	 init_lr	 0.002000
# Seg-ACC	 0.9967 
# Seg-AP	 0.9838 
# Seg-Dice	 0.9566 
# Seg-FBeta	 0.9793 
# Seg-MIoU	 0.4584 
##############################################


#S Seg-MIoU increase (0.458790 --> 0.459132).  Saving model ...
####### validation epoch=34 step=4250 #######
# train_loss	 0.0087643	 valid_loss	 0.0068527
# current_lr	 0.000571	 init_lr	 0.002000
# Seg-ACC	 0.9968 
# Seg-AP	 0.9840 
# Seg-Dice	 0.9574 
# Seg-FBeta	 0.9796 
# Seg-MIoU	 0.4591 
##############################################


#S Seg-MIoU increase (0.459132 --> 0.459562).  Saving model ...
####### validation epoch=35 step=4375 #######
# train_loss	 0.0086492	 valid_loss	 0.0067182
# current_lr	 0.000822	 init_lr	 0.002000
# Seg-ACC	 0.9968 
# Seg-AP	 0.9843 
# Seg-Dice	 0.9578 
# Seg-FBeta	 0.9798 
# Seg-MIoU	 0.4596 
##############################################


#S Seg-MIoU increase (0.459562 --> 0.460291).  Saving model ...
####### validation epoch=36 step=4500 #######
# train_loss	 0.0084949	 valid_loss	 0.0065726
# current_lr	 0.001100	 init_lr	 0.002000
# Seg-ACC	 0.9969 
# Seg-AP	 0.9846 
# Seg-Dice	 0.9586 
# Seg-FBeta	 0.9802 
# Seg-MIoU	 0.4603 
##############################################


#S Seg-MIoU increase (0.460291 --> 0.461539).  Saving model ...
####### validation epoch=37 step=4625 #######
# train_loss	 0.0083034	 valid_loss	 0.0063842
# current_lr	 0.001378	 init_lr	 0.002000
# Seg-ACC	 0.9970 
# Seg-AP	 0.9849 
# Seg-Dice	 0.9600 
# Seg-FBeta	 0.9808 
# Seg-MIoU	 0.4615 
##############################################


#S Seg-MIoU increase (0.461539 --> 0.462022).  Saving model ...
####### validation epoch=38 step=4750 #######
# train_loss	 0.0080867	 valid_loss	 0.0061653
# current_lr	 0.001629	 init_lr	 0.002000
# Seg-ACC	 0.9970 
# Seg-AP	 0.9854 
# Seg-Dice	 0.9605 
# Seg-FBeta	 0.9811 
# Seg-MIoU	 0.4620 
##############################################


#S Seg-MIoU increase (0.462022 --> 0.462845).  Saving model ...
####### validation epoch=39 step=4875 #######
# train_loss	 0.0078555	 valid_loss	 0.0059659
# current_lr	 0.001828	 init_lr	 0.002000
# Seg-ACC	 0.9971 
# Seg-AP	 0.9857 
# Seg-Dice	 0.9614 
# Seg-FBeta	 0.9815 
# Seg-MIoU	 0.4628 
##############################################


#S Seg-MIoU increase (0.462845 --> 0.464389).  Saving model ...
####### validation epoch=40 step=5000 #######
# train_loss	 0.0076234	 valid_loss	 0.0057421
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9972 
# Seg-AP	 0.9861 
# Seg-Dice	 0.9631 
# Seg-FBeta	 0.9823 
# Seg-MIoU	 0.4644 
##############################################




# ------ ending training ------ #


####### validation epoch=40 step=5000 #######
# train_loss	 0.0076234	 valid_loss	 0.0057421
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9972 
# Seg-AP	 0.9861 
# Seg-Dice	 0.9631 
# Seg-FBeta	 0.9823 
# Seg-MIoU	 0.4644 
##############################################


# > Task: test-syn_us_test-AGC=31+51-rg=3+5.0+50.0+50-cluK=2.0-8


# ------ start test ------ #
# ------ ending test ------ #


Traceback (most recent call last):
  File "models/cascade_method/train_run.py", line 216, in <module>
    train_main()
  File "models/cascade_method/train_run.py", line 209, in train_main
    test_results.append([name]+list(values[0]))
IndexError: index 0 is out of bounds for axis 0 with size 0
# ------ training named MSFSegNet-31+51-16-tanh-01111-bs32-lr2.0e-03-BCE-SGD-S2 start ------ #
#S Seg-MIoU increase (0.000000 --> 0.111115).  Saving model ...
####### validation epoch=1 step=125 #######
# train_loss	 0.2599882	 valid_loss	 0.0892488
# current_lr	 0.002000	 init_lr	 0.002000
# Seg-ACC	 0.8736 
# Seg-AP	 0.9130 
# Seg-Dice	 0.3636 
# Seg-FBeta	 0.5873 
# Seg-MIoU	 0.1111 
############################################


#S Seg-MIoU increase (0.111115 --> 0.259841).  Saving model ...
####### validation epoch=2 step=250 #######
# train_loss	 0.0674565	 valid_loss	 0.0477507
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9668 
# Seg-AP	 0.9452 
# Seg-Dice	 0.6839 
# Seg-FBeta	 0.8406 
# Seg-MIoU	 0.2598 
############################################


#S Seg-MIoU increase (0.259841 --> 0.325122).  Saving model ...
####### validation epoch=3 step=375 #######
# train_loss	 0.0424938	 valid_loss	 0.0336217
# current_lr	 0.001828	 init_lr	 0.002000
# Seg-ACC	 0.9807 
# Seg-AP	 0.9522 
# Seg-Dice	 0.7880 
# Seg-FBeta	 0.8981 
# Seg-MIoU	 0.3251 
############################################


#S Seg-MIoU increase (0.325122 --> 0.356311).  Saving model ...
####### validation epoch=4 step=500 #######
# train_loss	 0.0325167	 valid_loss	 0.0268706
# current_lr	 0.001629	 init_lr	 0.002000
# Seg-ACC	 0.9855 
# Seg-AP	 0.9555 
# Seg-Dice	 0.8322 
# Seg-FBeta	 0.9200 
# Seg-MIoU	 0.3563 
############################################


#S Seg-MIoU increase (0.356311 --> 0.373972).  Saving model ...
####### validation epoch=5 step=625 #######
# train_loss	 0.0273717	 valid_loss	 0.0231264
# current_lr	 0.001378	 init_lr	 0.002000
# Seg-ACC	 0.9879 
# Seg-AP	 0.9578 
# Seg-Dice	 0.8558 
# Seg-FBeta	 0.9314 
# Seg-MIoU	 0.3740 
############################################


#S Seg-MIoU increase (0.373972 --> 0.386810).  Saving model ...
####### validation epoch=6 step=750 #######
# train_loss	 0.0243886	 valid_loss	 0.0208455
# current_lr	 0.001100	 init_lr	 0.002000
# Seg-ACC	 0.9895 
# Seg-AP	 0.9593 
# Seg-Dice	 0.8723 
# Seg-FBeta	 0.9391 
# Seg-MIoU	 0.3868 
############################################


#S Seg-MIoU increase (0.386810 --> 0.392731).  Saving model ...
####### validation epoch=7 step=875 #######
# train_loss	 0.0225691	 valid_loss	 0.0194697
# current_lr	 0.000822	 init_lr	 0.002000
# Seg-ACC	 0.9902 
# Seg-AP	 0.9605 
# Seg-Dice	 0.8798 
# Seg-FBeta	 0.9427 
# Seg-MIoU	 0.3927 
############################################


#S Seg-MIoU increase (0.392731 --> 0.398266).  Saving model ...
####### validation epoch=8 step=1000 #######
# train_loss	 0.0214644	 valid_loss	 0.0186186
# current_lr	 0.000571	 init_lr	 0.002000
# Seg-ACC	 0.9908 
# Seg-AP	 0.9612 
# Seg-Dice	 0.8867 
# Seg-FBeta	 0.9458 
# Seg-MIoU	 0.3983 
#############################################


#S Seg-MIoU increase (0.398266 --> 0.400139).  Saving model ...
####### validation epoch=9 step=1125 #######
# train_loss	 0.0207824	 valid_loss	 0.0181355
# current_lr	 0.000372	 init_lr	 0.002000
# Seg-ACC	 0.9910 
# Seg-AP	 0.9618 
# Seg-Dice	 0.8890 
# Seg-FBeta	 0.9470 
# Seg-MIoU	 0.4001 
#############################################


#S Seg-MIoU increase (0.400139 --> 0.402182).  Saving model ...
####### validation epoch=10 step=1250 #######
# train_loss	 0.0203708	 valid_loss	 0.0178135
# current_lr	 0.000244	 init_lr	 0.002000
# Seg-ACC	 0.9913 
# Seg-AP	 0.9620 
# Seg-Dice	 0.8916 
# Seg-FBeta	 0.9481 
# Seg-MIoU	 0.4022 
##############################################


#S Seg-MIoU increase (0.402182 --> 0.403658).  Saving model ...
####### validation epoch=11 step=1375 #######
# train_loss	 0.0200904	 valid_loss	 0.0175617
# current_lr	 0.000200	 init_lr	 0.002000
# Seg-ACC	 0.9914 
# Seg-AP	 0.9622 
# Seg-Dice	 0.8934 
# Seg-FBeta	 0.9489 
# Seg-MIoU	 0.4037 
##############################################


#S Seg-MIoU increase (0.403658 --> 0.405604).  Saving model ...
####### validation epoch=12 step=1500 #######
# train_loss	 0.0198147	 valid_loss	 0.0172589
# current_lr	 0.000244	 init_lr	 0.002000
# Seg-ACC	 0.9916 
# Seg-AP	 0.9625 
# Seg-Dice	 0.8957 
# Seg-FBeta	 0.9500 
# Seg-MIoU	 0.4056 
##############################################


#S Seg-MIoU increase (0.405604 --> 0.406725).  Saving model ...
####### validation epoch=13 step=1625 #######
# train_loss	 0.0194534	 valid_loss	 0.0168704
# current_lr	 0.000372	 init_lr	 0.002000
# Seg-ACC	 0.9918 
# Seg-AP	 0.9630 
# Seg-Dice	 0.8971 
# Seg-FBeta	 0.9507 
# Seg-MIoU	 0.4067 
##############################################


#S Seg-MIoU increase (0.406725 --> 0.410148).  Saving model ...
####### validation epoch=14 step=1750 #######
# train_loss	 0.0189449	 valid_loss	 0.0162573
# current_lr	 0.000571	 init_lr	 0.002000
# Seg-ACC	 0.9921 
# Seg-AP	 0.9637 
# Seg-Dice	 0.9013 
# Seg-FBeta	 0.9526 
# Seg-MIoU	 0.4101 
##############################################


#S Seg-MIoU increase (0.410148 --> 0.414435).  Saving model ...
####### validation epoch=15 step=1875 #######
# train_loss	 0.0182296	 valid_loss	 0.0154621
# current_lr	 0.000822	 init_lr	 0.002000
# Seg-ACC	 0.9926 
# Seg-AP	 0.9646 
# Seg-Dice	 0.9064 
# Seg-FBeta	 0.9550 
# Seg-MIoU	 0.4144 
##############################################


#S Seg-MIoU increase (0.414435 --> 0.419846).  Saving model ...
####### validation epoch=16 step=2000 #######
# train_loss	 0.0173522	 valid_loss	 0.0145369
# current_lr	 0.001100	 init_lr	 0.002000
# Seg-ACC	 0.9931 
# Seg-AP	 0.9656 
# Seg-Dice	 0.9128 
# Seg-FBeta	 0.9579 
# Seg-MIoU	 0.4198 
##############################################


#S Seg-MIoU increase (0.419846 --> 0.425339).  Saving model ...
####### validation epoch=17 step=2125 #######
# train_loss	 0.0163718	 valid_loss	 0.0135660
# current_lr	 0.001378	 init_lr	 0.002000
# Seg-ACC	 0.9937 
# Seg-AP	 0.9670 
# Seg-Dice	 0.9193 
# Seg-FBeta	 0.9608 
# Seg-MIoU	 0.4253 
##############################################


#S Seg-MIoU increase (0.425339 --> 0.429785).  Saving model ...
####### validation epoch=18 step=2250 #######
# train_loss	 0.0153682	 valid_loss	 0.0125815
# current_lr	 0.001629	 init_lr	 0.002000
# Seg-ACC	 0.9941 
# Seg-AP	 0.9684 
# Seg-Dice	 0.9245 
# Seg-FBeta	 0.9632 
# Seg-MIoU	 0.4298 
##############################################


#S Seg-MIoU increase (0.429785 --> 0.433896).  Saving model ...
####### validation epoch=19 step=2375 #######
# train_loss	 0.0144015	 valid_loss	 0.0116682
# current_lr	 0.001828	 init_lr	 0.002000
# Seg-ACC	 0.9945 
# Seg-AP	 0.9698 
# Seg-Dice	 0.9292 
# Seg-FBeta	 0.9655 
# Seg-MIoU	 0.4339 
##############################################


#S Seg-MIoU increase (0.433896 --> 0.439140).  Saving model ...
####### validation epoch=20 step=2500 #######
# train_loss	 0.0134970	 valid_loss	 0.0108423
# current_lr	 0.001956	 init_lr	 0.002000
# Seg-ACC	 0.9950 
# Seg-AP	 0.9711 
# Seg-Dice	 0.9352 
# Seg-FBeta	 0.9681 
# Seg-MIoU	 0.4391 
##############################################


#S Seg-MIoU increase (0.439140 --> 0.442668).  Saving model ...
####### validation epoch=21 step=2625 #######
# train_loss	 0.0127092	 valid_loss	 0.0101297
# current_lr	 0.002000	 init_lr	 0.002000
